algorithm,sample_id,task_type,objective,runtime,iterations,solution_size,answer_size,recall,timed_out,solution,source_label,algo_key,run_id,seed,wall_time,n,mode,family,method_tag,T0,cooling_rate,t,lam,alpha,init_method,display_name
ClassicalDegree,mc_n300_p01_k25_003,maximum_clique,25.0,0.012116238998714834,25,25,25,1.0,False,"[1, 130, 131, 136, 265, 8, 15, 20, 152, 27, 284, 158, 296, 45, 174, 187, 195, 229, 231, 107, 108, 239, 243, 244, 250]",mc_n300_p01_k25,ClassicalDegree,1,1,2.5489738000032958,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n300_p01_k25_003,maximum_clique,25.0,0.10369479800283443,25,25,25,1.0,False,"[1, 130, 131, 8, 136, 265, 15, 20, 152, 27, 284, 158, 296, 45, 174, 187, 195, 229, 231, 107, 108, 239, 243, 244, 250]",mc_n300_p01_k25,ClassicalClique,1,1,1.219299427997612,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
QuantumGreedy(cheb_d50),mc_n300_p01_k25_002,maximum_clique,25.0,12.396619899001962,24,25,25,1.0,False,"[259, 136, 11, 141, 16, 17, 18, 278, 279, 285, 290, 172, 59, 188, 60, 192, 198, 200, 82, 227, 228, 101, 235, 247, 127]",mc_n300_p01_k25,QuantumGreedy_cheb_d50,1,1,13.819452605996048,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
SimulatedAnnealing,mc_n300_p01_k25_003,maximum_clique,25.0,0.09620589399855817,2000,25,25,1.0,False,"[1, 130, 131, 195, 136, 265, 8, 15, 20, 152, 27, 284, 158, 229, 231, 296, 107, 108, 45, 174, 239, 243, 244, 250, 187]",mc_n300_p01_k25,SimulatedAnnealing,1,1,1.2520698190055555,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p01_k25_003,maximum_clique,25.0,1.0801045420012088,24,25,25,1.0,False,"[1, 130, 131, 8, 265, 136, 15, 20, 152, 27, 284, 158, 296, 45, 174, 187, 195, 229, 231, 107, 108, 239, 243, 244, 250]",mc_n300_p01_k25,QuantumGreedy_krylov_m30,1,1,2.2223242830004892,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n300_p01_k25_004,maximum_clique,25.0,0.004171671003859956,25,25,25,1.0,False,"[0, 137, 140, 148, 22, 151, 154, 282, 291, 167, 42, 175, 180, 193, 75, 204, 76, 213, 217, 96, 97, 110, 245, 248, 125]",mc_n300_p01_k25,ClassicalDegree,0,0,1.3550661009940086,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
QuantumGreedy(cheb_d50),mc_n300_p01_k25_003,maximum_clique,25.0,9.400724393999553,24,25,25,1.0,False,"[1, 130, 131, 8, 265, 136, 15, 20, 152, 27, 284, 158, 296, 45, 174, 187, 195, 229, 231, 107, 108, 239, 243, 244, 250]",mc_n300_p01_k25,QuantumGreedy_cheb_d50,0,0,10.606957582996984,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalClique,mc_n300_p01_k25_004,maximum_clique,25.0,0.058205651002936065,25,25,25,1.0,False,"[0, 137, 140, 148, 22, 151, 154, 282, 291, 167, 42, 175, 180, 193, 75, 76, 204, 213, 217, 96, 97, 110, 245, 248, 125]",mc_n300_p01_k25,ClassicalClique,0,0,1.6685559379984625,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p01_k25_004,maximum_clique,4.0,0.10712151099869516,2000,4,25,0.0,False,"[209, 197, 62, 223]",mc_n300_p01_k25,SimulatedAnnealing,0,0,1.3423333559985622,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p01_k25_004,maximum_clique,25.0,0.8911651770031312,24,25,25,1.0,False,"[0, 137, 140, 148, 22, 151, 154, 282, 291, 167, 42, 175, 180, 193, 75, 76, 204, 213, 217, 96, 97, 110, 245, 248, 125]",mc_n300_p01_k25,QuantumGreedy_krylov_m30,0,0,1.963349071003904,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n300_p01_k25_004,maximum_clique,25.0,0.004225942000630312,25,25,25,1.0,False,"[0, 137, 140, 148, 22, 151, 154, 282, 291, 167, 42, 175, 180, 193, 75, 204, 76, 213, 217, 96, 97, 110, 245, 248, 125]",mc_n300_p01_k25,ClassicalDegree,1,1,1.0350561089944676,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n300_p01_k25_004,maximum_clique,25.0,0.09946917599881999,25,25,25,1.0,False,"[0, 137, 140, 148, 22, 151, 154, 282, 291, 167, 42, 175, 180, 193, 75, 76, 204, 213, 217, 96, 97, 110, 245, 248, 125]",mc_n300_p01_k25,ClassicalClique,1,1,1.2383440949997748,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p01_k25_004,maximum_clique,4.0,0.11220215200592065,2000,4,25,0.0,False,"[215, 283, 158, 183]",mc_n300_p01_k25,SimulatedAnnealing,1,1,1.2322133740017307,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p01_k25_004,maximum_clique,25.0,1.1537361349983257,24,25,25,1.0,False,"[0, 137, 140, 148, 22, 151, 154, 282, 291, 167, 42, 175, 180, 193, 75, 76, 204, 213, 217, 96, 97, 110, 245, 248, 125]",mc_n300_p01_k25,QuantumGreedy_krylov_m30,1,1,3.1016196640048292,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
QuantumGreedy(cheb_d50),mc_n300_p01_k25_003,maximum_clique,25.0,12.71356196099805,24,25,25,1.0,False,"[1, 130, 131, 8, 265, 136, 15, 20, 152, 27, 284, 158, 296, 45, 174, 187, 195, 229, 231, 107, 108, 239, 243, 244, 250]",mc_n300_p01_k25,QuantumGreedy_cheb_d50,1,1,14.087540836997505,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalDegree,mc_n500_p005_k20_000,maximum_clique,20.0,0.013306019995070528,20,20,20,1.0,False,"[259, 17, 161, 164, 174, 177, 186, 58, 199, 459, 336, 209, 340, 213, 484, 233, 363, 237, 368, 126]",mc_n500_p005_k20,ClassicalDegree,0,0,2.3899462890040013,500,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n500_p005_k20_000,maximum_clique,20.0,0.07065949400566751,20,20,20,1.0,False,"[259, 17, 161, 164, 174, 177, 186, 58, 199, 459, 336, 209, 340, 213, 484, 233, 363, 237, 368, 126]",mc_n500_p005_k20,ClassicalClique,0,0,1.3969407620024867,500,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
QuantumGreedy(cheb_d50),mc_n300_p01_k25_004,maximum_clique,25.0,10.59556936199806,24,25,25,1.0,False,"[0, 137, 140, 148, 22, 151, 154, 282, 291, 167, 42, 175, 180, 193, 75, 76, 204, 213, 217, 96, 97, 110, 245, 248, 125]",mc_n300_p01_k25,QuantumGreedy_cheb_d50,0,0,11.874017840003944,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
SimulatedAnnealing,mc_n500_p005_k20_000,maximum_clique,4.0,0.2391149969989783,2000,4,20,0.0,False,"[204, 68, 246, 286]",mc_n500_p005_k20,SimulatedAnnealing,0,0,2.0637573979984154,500,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n500_p005_k20_000,maximum_clique,20.0,0.9075987289979821,19,20,20,1.0,False,"[259, 17, 161, 164, 174, 177, 58, 186, 199, 459, 336, 209, 340, 213, 484, 233, 363, 237, 368, 126]",mc_n500_p005_k20,QuantumGreedy_krylov_m30,0,0,2.346794466000574,500,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n500_p005_k20_000,maximum_clique,20.0,0.010486083003343083,20,20,20,1.0,False,"[259, 17, 161, 164, 174, 177, 186, 58, 199, 459, 336, 209, 340, 213, 484, 233, 363, 237, 368, 126]",mc_n500_p005_k20,ClassicalDegree,1,1,1.8302733849996002,500,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
QuantumGreedy(cheb_d50),mc_n300_p01_k25_004,maximum_clique,25.0,8.207443451996369,24,25,25,1.0,False,"[0, 137, 140, 148, 22, 151, 154, 282, 291, 167, 42, 175, 180, 193, 75, 76, 204, 213, 217, 96, 97, 110, 245, 248, 125]",mc_n300_p01_k25,QuantumGreedy_cheb_d50,1,1,9.274191122000047,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalClique,mc_n500_p005_k20_000,maximum_clique,20.0,0.08324940699822037,20,20,20,1.0,False,"[259, 17, 161, 164, 174, 177, 186, 58, 199, 459, 336, 209, 340, 213, 484, 233, 363, 237, 368, 126]",mc_n500_p005_k20,ClassicalClique,1,1,1.1195013190008467,500,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n500_p005_k20_000,maximum_clique,3.0,0.4287155880010687,2000,3,20,0.0,False,"[203, 68, 319]",mc_n500_p005_k20,SimulatedAnnealing,1,1,2.0297828629991272,500,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n500_p005_k20_000,maximum_clique,20.0,0.8706554960008361,19,20,20,1.0,False,"[259, 17, 161, 164, 174, 177, 58, 186, 199, 459, 336, 209, 340, 213, 484, 233, 363, 237, 368, 126]",mc_n500_p005_k20,QuantumGreedy_krylov_m30,1,1,2.0816465519965277,500,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n500_p005_k20_001,maximum_clique,20.0,0.02234308899642201,20,20,20,1.0,False,"[388, 394, 395, 406, 414, 296, 434, 439, 70, 336, 340, 212, 218, 482, 99, 357, 240, 251, 380, 255]",mc_n500_p005_k20,ClassicalDegree,0,0,1.8984113940023235,500,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n500_p005_k20_001,maximum_clique,20.0,0.14397435299906647,20,20,20,1.0,False,"[388, 394, 395, 406, 414, 296, 434, 439, 70, 336, 212, 340, 218, 482, 99, 357, 240, 251, 380, 255]",mc_n500_p005_k20,ClassicalClique,0,0,1.4695964549973723,500,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
